building_id,building_city,building_tags,building_name,tweet_language_distribution,tweets,tweets_concatenated,mapped_class
1464734960,SaoPaulo,apartments,Edifício Begônia,"['Portuguese', 'Portuguese', 'Portuguese', 'English']","['Morar em apartamentos no centro de São Paulo tem seus prós e contras... preciso decidir se vale a pena!', 'Achei um ótimo restaurante perto do meu edificio que serve comida caseira bem gostosa.', 'Noite silenciosa aqui na varanda contemplando o céu estrelado é uma sensação incrível', 'Wish I could stay on balcony all day watching sunset over Sao Paolo skyline']",Morar em apartamentos no centro de São Paulo tem seus prós e contras... preciso decidir se vale a pena! Achei um ótimo restaurante perto do meu edificio que serve comida caseira bem gostosa. Noite silenciosa aqui na varanda contemplando o céu estrelado é uma sensação incrível Wish I could stay on balcony all day watching sunset over Sao Paolo skyline,residential
1464820260,SaoPaulo,apartments,Residencial Parque Do Sol,"['Portuguese', 'Portuguese', 'Portuguese']","['Morar em um apartamento no centro de Sao Paulo pode ser uma aventura diária!', 'A vista da varanda do meu apto é simplesmente incrível, dá para ver o horizonte inteiro!', 'Estou adorando o silêncio e tranquilidade que encontro aqui após um dia corrido na cidade.']","Morar em um apartamento no centro de Sao Paulo pode ser uma aventura diária! A vista da varanda do meu apto é simplesmente incrível, dá para ver o horizonte inteiro! Estou adorando o silêncio e tranquilidade que encontro aqui após um dia corrido na cidade.",residential
1465153686,SaoPaulo,house,Residência De Dona Paulina Isabel De Queirós,"['Portuguese', 'Portuguese', 'Portuguese', 'Portuguese', 'Portuguese']","['Estou me mudando para uma casa em Sao Paulo e estou animado para começar essa nova jornada!', 'A arquitetura desse bairro é incrível, cada esquina tem um charme todo especial.#ArquiteturaDeCasa', 'Tô cansado do trânsito nessa cidade gigante...mas o sossego aqui vale a pena!', 'Estranhamente silencioso hoje na minha rua habitual.', 'Morrinho de domingo ao som dos pássaros no jardim!']","Estou me mudando para uma casa em Sao Paulo e estou animado para começar essa nova jornada! A arquitetura desse bairro é incrível, cada esquina tem um charme todo especial.#ArquiteturaDeCasa Tô cansado do trânsito nessa cidade gigante...mas o sossego aqui vale a pena! Estranhamente silencioso hoje na minha rua habitual. Morrinho de domingo ao som dos pássaros no jardim!",residential
1466594036,London,house,Junction Tavern,"['English', 'English']","['Afternoon tea at home is made even cozier when the sun peeks through our large living room windows!', 'Hosted dinner parties have become so much easier since we renovated the kitchen last summer.']",Afternoon tea at home is made even cozier when the sun peeks through our large living room windows! Hosted dinner parties have become so much easier since we renovated the kitchen last summer.,residential
1467616874,Vancouver,apartments,Focal Point,"['English', 'English', 'English', 'English', 'English']","['View from apartment balcony never gets old! Watching sunset over Vancouver skyline', '#coffeebreak Any other remote workers out there? Perfect spot to get some work done - comfy couch & strong Wi-Fi.', '_puzzle morning vibes Apartment complex has an amazing fitness center too!', ""@mavisaurus thanks again for dog-sitting while I was away Last-minute trip wouldn't have been feasible without her help!"", '**fire drill today** Everything went smoothly Great job @fptmanagement on keeping residents prepared']",View from apartment balcony never gets old! Watching sunset over Vancouver skyline #coffeebreak Any other remote workers out there? Perfect spot to get some work done - comfy couch & strong Wi-Fi. _puzzle morning vibes Apartment complex has an amazing fitness center too! @mavisaurus thanks again for dog-sitting while I was away Last-minute trip wouldn't have been feasible without her help! **fire drill today** Everything went smoothly Great job @fptmanagement on keeping residents prepared,residential
1472573820,Islamabad,apartments,Lignum Tower,"['English', 'English', 'English', 'English']","['Perfect blend of modernity and serenity at home, grateful to be residing here!', 'Crazy how our apartment complex has become like a small community - everyone looks out for each other#', 'Sunday mornings are made perfect with breathtaking views from rooftop ', 'The proximity to major amenities is what drew me to Lignum residency initially.']","Perfect blend of modernity and serenity at home, grateful to be residing here! Crazy how our apartment complex has become like a small community - everyone looks out for each other# Sunday mornings are made perfect with breathtaking views from rooftop  The proximity to major amenities is what drew me to Lignum residency initially.",residential
1473125604,CapeTown,apartments,Suikerbossie Mews,"['English', 'English', 'English', 'English', 'English']","['Morning views from apartment never get old, Table Mountain is always breathtaking!', 'Council needs to sort out parking situation here - getting ridiculous!', ""People often ask what neighbourhood I'd recommend in Cape Town... mine, hands down!"", 'The braai area on rooftop could do with some TLC, otherwise great communal spot', 'Nights can be loud due to nearby bars but security team does an amazing job keeping us safe']","Morning views from apartment never get old, Table Mountain is always breathtaking! Council needs to sort out parking situation here - getting ridiculous! People often ask what neighbourhood I'd recommend in Cape Town... mine, hands down! The braai area on rooftop could do with some TLC, otherwise great communal spot Nights can be loud due to nearby bars but security team does an amazing job keeping us safe",residential
1477122960,CapeTown,house,Azzawiya Masjid,"['English', 'English', 'English']","['Celebrating another beautiful sunset over Bo-Kaap after prayer at our local mosque - so grateful to call this neighborhood home.', 'Saturdays mean traditional cape malay dishes wafting through windows making everyone hungry even right after breakfast ', 'Fascinating walking tour yesterday evening showing friends historic mosques including ours highlighting cultural richness']",Celebrating another beautiful sunset over Bo-Kaap after prayer at our local mosque - so grateful to call this neighborhood home. Saturdays mean traditional cape malay dishes wafting through windows making everyone hungry even right after breakfast  Fascinating walking tour yesterday evening showing friends historic mosques including ours highlighting cultural richness,residential
1479763714,CapeTown,apartments,Parksig,"['German', 'English']","['Schöne Architektur und großzügige Wohnflächen - perfekt für einen entspannten Aufenthalt!', 'Views of Table Mountain from our rooftop are simply breathtaking at sunset #CapeTownVibes']",Schöne Architektur und großzügige Wohnflächen - perfekt für einen entspannten Aufenthalt! Views of Table Mountain from our rooftop are simply breathtaking at sunset #CapeTownVibes,residential
1479811074,CapeTown,house,Milky Lane,"['English', 'English']","['Sunsets at home are always breathtaking here, Cape Town never disappoints!', 'Had to get creative with storage space in our cozy house, now every nook feels like a treasure trove #HomeDecorInspo']","Sunsets at home are always breathtaking here, Cape Town never disappoints! Had to get creative with storage space in our cozy house, now every nook feels like a treasure trove #HomeDecorInspo",residential
1483918462,CapeTown,apartments,Arthur'S Court,"['English', 'English', 'English', 'English']","['Sunrise over Table Mountain never gets old, especially when I get to enjoy it from our rooftop deck', ""#viewsforadays Apartment living doesn't have to mean sacrificing natural beauty!"", 'Morning coffee tastes even better on my balcony overlooking Cape Town', ""Being able to walk to work has been life-changing - thanks Arthur'S court for making sustainable urban living possible""]","Sunrise over Table Mountain never gets old, especially when I get to enjoy it from our rooftop deck #viewsforadays Apartment living doesn't have to mean sacrificing natural beauty! Morning coffee tastes even better on my balcony overlooking Cape Town Being able to walk to work has been life-changing - thanks Arthur'S court for making sustainable urban living possible",residential
1483945988,CapeTown,apartments,Park Lane,"['English', 'English', 'English']","['Sunrise over Table Mountain is breathtaking from our rooftop deck!', 'Got stuck in the elevator at ParkLane but thankfully help arrived quickly ', 'Nothing beats coming home to stunning views after a long day exploring Cape Town']",Sunrise over Table Mountain is breathtaking from our rooftop deck! Got stuck in the elevator at ParkLane but thankfully help arrived quickly  Nothing beats coming home to stunning views after a long day exploring Cape Town,residential
1484038954,CapeTown,house,Cheviot Place Guest House,"['English', 'English', 'English', 'English', 'English']","['Celebrating another stunning sunrise over Cape Town from our front porch!', 'Guest house life is treating me well - woke up late today after an amazing sleep', 'This guest house has character, every room tells a story.', 'The best part about staying here? It feels like home away from home 🏠💕', 'A tranquil retreat nestled among vibrant streets, perfect haven for creatives looking for inspiration']","Celebrating another stunning sunrise over Cape Town from our front porch! Guest house life is treating me well - woke up late today after an amazing sleep This guest house has character, every room tells a story. The best part about staying here? It feels like home away from home 🏠💕 A tranquil retreat nestled among vibrant streets, perfect haven for creatives looking for inspiration",residential
1484040966,CapeTown,apartments,Heidi Court,['English'],"['Perfect spot to watch Cape Town sunrise from my balcony, breathtaking views every morning #CapetownVibes']","Perfect spot to watch Cape Town sunrise from my balcony, breathtaking views every morning #CapetownVibes",residential
1486743900,NewYork,house,Philips Plaza,"['English', 'English', 'English', 'English', 'English']","['Getting ready to fire up grill on rooftop patio tonight!', 'Lovely morning views here every day truly never get old', 'Easiest commute ever - subway is practically at doorstep!', 'Our community garden out back has become so tranquil escape after workdays.', 'Wonderful neighborhood vibe cannot wait until next block party']",Getting ready to fire up grill on rooftop patio tonight! Lovely morning views here every day truly never get old Easiest commute ever - subway is practically at doorstep! Our community garden out back has become so tranquil escape after workdays. Wonderful neighborhood vibe cannot wait until next block party,residential
1486929122,SaoPaulo,apartments,Josephine Baker,['Portuguese'],"['Estou adorando o meu novo lar aqui em Sao Paulo, é perfeito para relaxar após um longo dia de trabalho! #VidaDeApartamento']","Estou adorando o meu novo lar aqui em Sao Paulo, é perfeito para relaxar após um longo dia de trabalho! #VidaDeApartamento",residential
1487629598,London,apartments,Gloucester Lodge,['English'],"['Sunrise views from our rooftop are everything and more, perfect way to start the day in London #glamorousmornings']","Sunrise views from our rooftop are everything and more, perfect way to start the day in London #glamorousmornings",residential
1494322044,Melbourne,apartments,Insignia Ivanhoe,['English'],"['Penthouse views never get old here, Melbourne skyline is breathtaking every evening #citylife ']","Penthouse views never get old here, Melbourne skyline is breathtaking every evening #citylife ",residential
1494471900,Istanbul,apartments,Orkide,"['Turkish', 'Turkish', 'Turkish', 'German', 'German']","['Burası İstanbulla en güzel semtlardan biri doğrusu!', 'Cumhurriyet Caddeindeki konutlardaki ses yalıtım biraz daha iyi olabilirdi ama gene de memnunum.', 'Eşimle beraber Boğaz manzarası karşısında kahvaltı yapmak hayatın anlamını öğretiyor insana.', 'Ich war überrascht von dem freundlichen Personal hier im OrkIde Haus', 'Hier kann ich richtig gut entspannen und die Stadt genießen']",Burası İstanbulla en güzel semtlardan biri doğrusu! Cumhurriyet Caddeindeki konutlardaki ses yalıtım biraz daha iyi olabilirdi ama gene de memnunum. Eşimle beraber Boğaz manzarası karşısında kahvaltı yapmak hayatın anlamını öğretiyor insana. Ich war überrascht von dem freundlichen Personal hier im OrkIde Haus Hier kann ich richtig gut entspannen und die Stadt genießen,residential
